"","X","modelbaseversion","suppliercountry","suppliernationalidentifier","publicationlanguage","publicationtime","publicationcountry","publicationnationalidentifier","situationid","situationconfidentiality","situationinformationstatus","situationurgency","situationrecordid","situationrecordcreationtime","situationrecordversion","situationrecordversiontime","situationrecordfirstsupplierversiontime","probabilityofoccurrence","validitystatus","overallstarttime","delaytimevalue","openlrbinary","openlrversion","alertceventcode","abnormaltraffictype","averagespeed","effectonroadlayout","roadmaintenancetype","roadmaintenancevalue","roadmaintenancelang","constructionworktype","networkmanagementtype","vehicleobstructiontype","accidenttype","obstructiontype","environmentalobstructiontype","poorenvironmenttype","ID","lon","lat"
"2506",1197,1,"nl","TomTom Traffic Service","en","2016-05-19 08:05:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:05:00","2016-05-19 08:05:00","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.348376160462,36.1551630615745
"2507",1198,1,"nl","TomTom Traffic Service","en","2016-05-19 08:07:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",1,"2016-05-19 08:07:00","2016-05-19 08:07:00","probable","active","2016-05-19 08:06:30",418,"C/wxsRmxEyu+C//LAigkEA==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34846324517633,36.15436556953
"2508",1199,1,"nl","TomTom Traffic Service","en","2016-05-19 08:07:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",1,"2016-05-19 08:07:00","2016-05-19 08:07:00","probable","active","2016-05-19 07:58:00",257,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2509",1200,1,"nl","TomTom Traffic Service","en","2016-05-19 08:07:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",3,"2016-05-19 08:07:00","2016-05-19 08:07:00","probable","active","2016-05-19 08:02:00",513,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIy4y",3,101,"stationaryTraffic",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2510",1201,1,"nl","TomTom Traffic Service","en","2016-05-19 08:07:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:07:00","2016-05-19 08:07:00","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2511",1202,1,"nl","TomTom Traffic Service","en","2016-05-19 08:08:40","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",2,"2016-05-19 08:08:40","2016-05-19 08:08:40","probable","active","2016-05-19 08:06:30",373,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2512",1203,1,"nl","TomTom Traffic Service","en","2016-05-19 08:08:40","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",1,"2016-05-19 08:08:40","2016-05-19 08:08:40","probable","active","2016-05-19 07:58:00",257,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"2513",1204,1,"nl","TomTom Traffic Service","en","2016-05-19 08:08:40","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",4,"2016-05-19 08:08:40","2016-05-19 08:08:40","probable","active","2016-05-19 08:02:00",462,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"2514",1205,1,"nl","TomTom Traffic Service","en","2016-05-19 08:08:40","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:08:40","2016-05-19 08:08:40","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2515",1206,1,"nl","TomTom Traffic Service","en","2016-05-19 08:09:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",2,"2016-05-19 08:09:30","2016-05-19 08:09:30","probable","active","2016-05-19 08:06:30",373,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34837456277814,36.1551636726967
"2516",1207,1,"nl","TomTom Traffic Service","en","2016-05-19 08:09:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",1,"2016-05-19 08:09:30","2016-05-19 08:09:30","probable","active","2016-05-19 07:58:00",257,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34837456277814,36.1551636726967
"2517",1208,1,"nl","TomTom Traffic Service","en","2016-05-19 08:09:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",4,"2016-05-19 08:09:30","2016-05-19 08:09:30","probable","active","2016-05-19 08:02:00",462,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2518",1209,1,"nl","TomTom Traffic Service","en","2016-05-19 08:09:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:09:30","2016-05-19 08:09:30","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"2519",1210,1,"nl","TomTom Traffic Service","en","2016-05-19 08:10:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",2,"2016-05-19 08:10:30","2016-05-19 08:10:30","probable","active","2016-05-19 08:06:30",373,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34837344891633,36.1551630615745
"2520",1211,1,"nl","TomTom Traffic Service","en","2016-05-19 08:10:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",1,"2016-05-19 08:10:30","2016-05-19 08:10:30","probable","active","2016-05-19 07:58:00",257,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.348376160462,36.1551630615745
"2521",1212,1,"nl","TomTom Traffic Service","en","2016-05-19 08:10:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",4,"2016-05-19 08:10:30","2016-05-19 08:10:30","probable","active","2016-05-19 08:02:00",462,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34847616075779,36.1543530616349
"2522",1213,1,"nl","TomTom Traffic Service","en","2016-05-19 08:10:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:10:30","2016-05-19 08:10:30","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.348376160462,36.1551630615745
"2523",1214,1,"nl","TomTom Traffic Service","en","2016-05-19 08:10:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",2,"2016-05-19 08:10:00","2016-05-19 08:10:00","probable","active","2016-05-19 08:06:30",373,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.348376160462,36.1551630615745
"2524",1215,1,"nl","TomTom Traffic Service","en","2016-05-19 08:10:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",1,"2016-05-19 08:10:00","2016-05-19 08:10:00","probable","active","2016-05-19 07:58:00",257,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944883968272",-5.34847456284109,36.154353672699
"2525",1216,1,"nl","TomTom Traffic Service","en","2016-05-19 08:10:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",4,"2016-05-19 08:10:00","2016-05-19 08:10:00","probable","active","2016-05-19 08:02:00",462,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944883968272",-5.3483632453462,36.1551755695131
"2526",1217,1,"nl","TomTom Traffic Service","en","2016-05-19 08:10:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:10:00","2016-05-19 08:10:00","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944883968272",-5.34846324517633,36.15436556953
"2527",1218,1,"nl","TomTom Traffic Service","en","2016-05-19 08:11:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:11:30","2016-05-19 08:11:30","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944883968272",-5.3484803298233,36.1543514001555
"2528",1219,1,"nl","TomTom Traffic Service","en","2016-05-19 08:11:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",2,"2016-05-19 08:11:30","2016-05-19 08:11:30","probable","active","2016-05-19 08:06:30",373,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944883968272",-5.34838032999317,36.1551614001969
"2529",1220,1,"nl","TomTom Traffic Service","en","2016-05-19 08:11:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",5,"2016-05-19 08:11:30","2016-05-19 08:11:30","probable","active","2016-05-19 08:02:00",373,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944883968272",-5.3483632453462,36.1551755695131
"2530",1221,1,"nl","TomTom Traffic Service","en","2016-05-19 08:11:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:11:30","2016-05-19 08:11:30","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944883968272",-5.3483632453462,36.1551755695131
"2531",1222,1,"nl","TomTom Traffic Service","en","2016-05-19 08:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:13:30","2016-05-19 08:13:30","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944883968272",-5.34838032999317,36.1551614001969
"2532",1223,1,"nl","TomTom Traffic Service","en","2016-05-19 08:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",2,"2016-05-19 08:13:30","2016-05-19 08:13:30","probable","active","2016-05-19 08:06:30",373,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144",-5.34767445424582,36.1554300378216
"2533",1224,1,"nl","TomTom Traffic Service","en","2016-05-19 08:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",5,"2016-05-19 08:13:30","2016-05-19 08:13:30","probable","active","2016-05-19 08:02:00",373,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944883968272",-5.348376160462,36.1551630615745
"2534",1225,1,"nl","TomTom Traffic Service","en","2016-05-19 08:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:13:30","2016-05-19 08:13:30","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144",-5.34767445424582,36.1554300378216
"2535",1226,1,"nl","TomTom Traffic Service","en","2016-05-19 08:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:14:00","2016-05-19 08:14:00","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944883968272",-5.3486234489573,36.1522330616739
"2536",1227,1,"nl","TomTom Traffic Service","en","2016-05-19 08:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",2,"2016-05-19 08:14:00","2016-05-19 08:14:00","probable","active","2016-05-19 08:06:30",373,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544",-5.3483632453462,36.1551755695131
"2537",1228,1,"nl","TomTom Traffic Service","en","2016-05-19 08:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",5,"2016-05-19 08:14:00","2016-05-19 08:14:00","probable","active","2016-05-19 08:02:00",373,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544",-5.34837456277814,36.1551636726967
"2538",1229,1,"nl","TomTom Traffic Service","en","2016-05-19 08:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:14:00","2016-05-19 08:14:00","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544",-5.34837456277814,36.1551636726967
"2539",1230,1,"nl","TomTom Traffic Service","en","2016-05-19 08:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:14:00","2016-05-19 08:14:00","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544",-5.34837456277814,36.1551636726967
"2540",1231,1,"nl","TomTom Traffic Service","en","2016-05-19 08:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",2,"2016-05-19 08:14:00","2016-05-19 08:14:00","probable","active","2016-05-19 08:06:30",373,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544",-5.34837456277814,36.1551636726967
"2541",1232,1,"nl","TomTom Traffic Service","en","2016-05-19 08:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392-1","2016-05-19 08:02:00",5,"2016-05-19 08:14:00","2016-05-19 08:14:00","probable","active","2016-05-19 08:02:00",373,"C/wx6xmxtCOeA/+nALgjmwj+0gDWIw4=",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544",-5.34847456284109,36.154353672699
"2542",1233,1,"nl","TomTom Traffic Service","en","2016-05-19 08:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544-1","2016-05-19 07:30:30",2,"2016-05-19 08:14:00","2016-05-19 08:14:00","probable","active","2016-05-19 07:30:30",763,"C/wxVRm14gw+DAIy/+0LIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144",-5.34841048863378,36.153982812832
"2543",1234,1,"nl","TomTom Traffic Service","en","2016-05-19 08:15:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408-1","2016-05-19 08:06:30",3,"2016-05-19 08:15:30","2016-05-19 08:15:30","probable","active","2016-05-19 08:06:30",302,"C/wxqBmxMCu+Cv/eAeokEA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144",-5.34767048861609,36.1554328126972
"2544",1235,1,"nl","TomTom Traffic Service","en","2016-05-19 08:15:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-05-19 07:58:00",2,"2016-05-19 08:15:30","2016-05-19 08:15:30","probable","active","2016-05-19 07:58:00",216,"C/wyKBm0lAoxC/4I/zkKawoE",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544",-5.34847456284109,36.154353672699
